,REF,CANTIDAD,TOTAL,PRECIO_PROMEDIO,DESCUENTO_PROMEDIO,ITEM,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
1052,XY0381:00030:,9,1278981,348022.61111111107,0.5000007023808156,5482,SILLA-AUXILIAR-JAN-SILVER,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CROMADO,92.0,67.0,50.0,SILLA AUXILIAR JAN PL,SILLAS AUXILIARES,OTRO,MICROFIBRA
1051,XY0374:00002:,9,676746,375971.0,0.8000005319559221,2089,MESA AUX DIVO,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,WENGUE,40.0,45.0,40.0,MESA AUXILIAR DIVO WG 2C,OTROS,OTRO,OTRO
639,XA0374:00036:,9,1924035,242017.0,0.11666673553235239,16404,SILLA AIOLIS,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,90.0,66.0,55.0,SILLA AIOLIS BE,SILLAS AUXILIARES,BEIGE,MICROFIBRA
110,D00077:00437:00437,9,2371607,470822.55555555556,0.43894349065009,19089,CABECERO DINAMARCA,ALCOBAS,TAPIZADOS,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,GRIS,170.0,120.0,12.0,CABECERO DINAMARCA,OTROS,GRIS,MICROFIBRA
640,XA0374:00036:,9,1924035,242017.0,0.11666673553235239,16404,SILLA AIOLIS,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,90.0,66.0,55.0,SILLA AIOLIS BE,SILLAS AUXILIARES,BEIGE,MICROFIBRA
62,D00037:00068:00068,9,7413716,1782400.0,0.5378443546778376,18467,SALE N L VALENCIA,SALAS Y SOFAS,SOFAS L,NOVEDAD,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,186.0,102.0,174.0,SALA EN L VALENCIA IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
451,D01291:00372:00372,9,3036534,608310.0,0.39999960627634873,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
173,D00513:00115:00115,9,5717341,1329614.7777777778,0.5222224478513955,17744,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,CAFE,SINTÉTICO
452,D01291:00372:00372,9,3036534,608310.0,0.39999960627634873,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
641,XA0374:00036:,9,1924035,242017.0,0.11666673553235239,16404,SILLA AIOLIS,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,90.0,66.0,55.0,SILLA AIOLIS BE,SILLAS AUXILIARES,BEIGE,MICROFIBRA
461,D01300:00382:00129,9,6305096,1426671.111111111,0.5079216776473117,15072,SOFA OVERLAND,SALAS Y SOFAS,SOFA 2P,LINEA,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,2.0,ROJO,160.0,90.0,94.0,SOFA OVERLAND 2P,SOFA 2P,ROJO,SINTÉTICO
453,D01291:00372:00372,9,3036534,608310.0,0.39999960627634873,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
1056,XY0525:00005:,9,543635,311488.4285714286,0.7999993624204221,271,CONSOLA DIVO,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,CLÁSICO,VIDRIO,BRILLANTE,,NEGRO,80.0,90.0,50.0,CONSOLA DIVO 120X45 NG 2C,OTROS,NEGRO,VIDRIO
40,D00014:00065:00065,8,1231595,298900.8,0.49394483787643984,18271,MESA NOCHE DINAMARCA,ALCOBAS,MESAS DE NOCHE,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,GRIS,40.0,60.0,40.0,MESA DE NOCHE DINAMARCA TAPIZADA,OTROS,GRIS,MICROFIBRA
610,XA0272:00016:,8,856140,248156.75,0.5687502014833201,15365,MESA AUX DARCELLE,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,CROMADO,40.0,45.0,40.0,MESA AUXILIAR DARCELLE 45X49X69 CROMADA,OTROS,OTRO,OTRO
125,D00122:00021:,8,1020437,137838.2142857143,0.055863524246442524,19206,ESCRITORIO DUBLIN,ESTUDIO,ESCRITORIOS,LINEA,NACIONAL,MODERNO,MADERA LAMINADA,MATE,1.0,WENGUE,110.0,70.0,60.0,ESCRITORIO DUBLIN (1C) WENGUE ELW 1330,OTROS,OTRO,MADERA LAMINADA
42,D00014:00081:00096,8,1713115,353213.85714285716,0.3785709241052081,18271,MESA NOCHE DINAMARCA,ALCOBAS,MESAS DE NOCHE,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,BEIGE,40.0,60.0,40.0,MESA DE NOCHE DINAMARCA TAPIZADA,OTROS,BEIGE,MICROFIBRA
43,D00014:00095:00095,8,1313529,412082.75,0.5049883781007547,18271,MESA NOCHE DINAMARCA,ALCOBAS,MESAS DE NOCHE,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,GRIS,40.0,60.0,40.0,MESA DE NOCHE DINAMARCA TAPIZADA,OTROS,GRIS,MICROFIBRA
1057,XY0686:00005:,8,596104,298053.0,0.7500008387769961,1893,MESA CTRO SABIHA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,40.0,40.0,MESA CENTRO SABIHA NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
44,D00014:00120:00120,8,1923170,416987.78571428574,0.3623772812467601,18271,MESA NOCHE DINAMARCA,ALCOBAS,MESAS DE NOCHE,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,CAFE,40.0,60.0,40.0,MESA DE NOCHE DINAMARCA TAPIZADA,OTROS,CAFE,MICROFIBRA
586,XA0242:00001:,8,1837146,668054.0,0.656250467776557,15340,COMEDOR AVATAR,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,BLANCO,120.0,75.0,70.0,COMEDOR AVATAR 4P BL 3C,SET 4P,BLANCO,METAL + VIDRIO
934,XC0053::,8,991731,187829.625,0.3395070129605312,19860,SILLA NAFUNA,COMEDORES,SILLAS DE COMEDOR,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,44.0,86.0,42.0,SILLA COMEDOR NAFUNA AMARILLO,SILLAS DE COMEDOR,NEGRO,MICROFIBRA
1258,XZ0914-1:00001:,8,7301569,1759629.125,0.48635878664915067,16306,COMEDOR WARMUND,COMEDORES,SET 6P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,6.0,BLANCO,120.0,75.0,70.0,COMEDOR WARMUND 6P BL 4C,SET 6P,BLANCO,METAL + VIDRIO
798,XA0699:00183:,8,3022997,822807.375,0.525000196890935,18189,BIFFET HARUKA,SALAS Y SOFAS,BIFFET,LINEA,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,BLANCO/BEIGE,90.0,70.0,40.0,BIFFET HARUKA 120*40*75 BL/BG,OTROS,OTRO,MADERA LAMINADA
160,D00512:00115:00115,8,5451421,1329615.125,0.4875001222158577,17743,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,CAFE,SINTÉTICO
170,D00513:00103:00103,8,5451420,1329615.25,0.4875002632340375,17744,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,GRIS,SINTÉTICO
1133,XZ0447:00006:,7,2908618,1077266.0,0.6142857408078811,190,MESA COM SARALA,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,150.0,75.0,90.0,MESA COMEDOR SARALA NATURAL 2C,OTROS,CRISTAL,VIDRIO
597,XA0261:00046:,7,1210087,246956.8,0.2800004454224104,15360,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,50.0,100.0,60.0,SILLA BAR DEBBY AZ 2C,OTROS,AZUL,MICROFIBRA
53,D00028:00103:00103,7,1355768,368285.85714285716,0.47368090514263134,19487,CABECERRO FARREL,ALCOBAS,TAPIZADOS,NOVEDAD,NACIONAL,MODERNO,MICROFIBRA,TEXTILES SUAVES,,GRIS,170.0,120.0,12.0,CABECERO FARREL DOBLE,OTROS,GRIS,MICROFIBRA
722,XA0543:00183:,7,2264987,838473.1428571428,0.6142853753407203,17476,BIFET SKEET,COMEDORES,BIFFET,LINEA,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,BLANCO/BEIGE,90.0,70.0,40.0,BIFET SKEET 100X40X82 BL/BE,OTROS,OTRO,MADERA LAMINADA
487,D05307:00068:00068,7,13642356,3897816.0,0.5,17754,SALA MODULAR CESAR,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,7.0,GRIS,245.0,73.0,245.0,SALA MODULAR CESAR 3C,OTROS,GRIS,MICROFIBRA
109,D00077:00197:00197,7,2065406,484985.0,0.3916141736342361,19089,CABECERO DINAMARCA,ALCOBAS,TAPIZADOS,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,GRIS,170.0,120.0,12.0,CABECERO DINAMARCA,OTROS,GRIS,MICROFIBRA
37,D00012:00065:00065,7,3325817,826373.8571428572,0.42505837896306115,18262,CAMA DINAMARCA,ALCOBAS,CAMA,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,GRIS,170.0,120.0,140.0,CAMA TAPIZADA DINAMARCA DOB DESCONTINUAD,OTROS,GRIS,MICROFIBRA
159,D00512:00103:00103,7,4986055,1329615.2857142857,0.46428598289193274,17743,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,GRIS,SINTÉTICO
32,D00008:00197:00197,7,1604238,377080.9166666667,0.39223411597564567,18253,BASE CAMA TAPIZADA,ALCOBAS,BASE CAMA DOBLE,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,GRIS,150.0,40.0,200.0,BASE CAMA TAPIZADA DOBLE,OTROS,GRIS,MICROFIBRA
375,D00992:00069:00069,7,2387306,589458.1,0.43999990669393874,15212,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,AMARILLO,MICROFIBRA
399,D00998:00103:00103,7,2926974,814804.5833333334,0.4725066714437873,17583,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
157,D00512:00071:00071,7,4397787,1405593.2857142857,0.5508994591100106,17743,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,CAFE,SINTÉTICO
1275,XZ0943:00122:,7,1254844,342964.0,0.4773112379974908,11075,MESA CTRO WAFA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,GRIS,100.0,40.0,40.0,MESA CENTRO WAFA 1X50X45 LACA GR,MESAS DE CENTRO,GRIS,VIDRIO
131,D00135:00034:,7,1992750,465914.5714285714,0.3881986594283061,19228,CENTRO ENTRE. FLAMENCO,SALAS Y SOFAS,CENTROS DE ENTRETENIMIENTO,NOVEDAD,NACIONAL,MODERNO,MADERA LAMINADA,SUPERFICIES MATES,,HABANO,150.0,150.0,40.0,CENTRO ENTRETENIMIENTO FLAMENCO CLH3141,OTROS,OTRO,MADERA LAMINADA
398,D00998:00072:00072,6,2543685,751584.5,0.4126717938607428,17583,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
393,D00998:00011:00011,6,2389044,850656.2,0.49266796162994586,17583,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
287,D00904:00070:00070,6,2308306,684003.1,0.43642008390166687,16898,POLTRONA VACIA NACIONAL,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,MADERA NATURAL,1.0,CAFE,72.0,79.0,72.0,POLTRONA VACIA,POLTRONAS,CAFE,MICROFIBRA
790,XA0691:00014:,6,2681468,871725.6666666666,0.4795238389544265,18199,MESA COM  RAELENE,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,MARMOL,150.0,75.0,90.0,MESA COMEDOR RAELENE CRIS TEM MARM 2C,OTROS,OTRO,VIDRIO
1283,XZ0989:00024:,6,2191072,637436.0,0.36666658265370167,11136,COMEDOR SAMUEL,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,ROJO,120.0,75.0,70.0,COMEDOR SAMUEL 120X70 4P RJ 3C,SET 4P,ROJO,METAL + VIDRIO
632,XA0372:00100:,6,1066449,328138.1666666667,0.4583334095202493,16445,MESA AUX GREAT,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,BLANCO,40.0,45.0,40.0,MESA AUXILIAR GREAT-ST 50*50 LACA BL 2C,OTROS,BLANCO,OTRO
575,XA0209:00009:,6,1036430,545489.8333333334,0.6833335166550868,14711,MESA CTRO VANLA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,CAFE,100.0,40.0,40.0,MESA CENTRO VANLA 1130X900 CF,MESAS DE CENTRO,CAFE,VIDRIO
421,D01291:00067:00067,6,1853658,597335.5,0.439877522956022,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
31,D00008:00195:00195,6,1375062,377081.0,0.3922340292934409,18253,BASE CAMA TAPIZADA,ALCOBAS,BASE CAMA DOBLE,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,,GRIS,150.0,40.0,200.0,BASE CAMA TAPIZADA DOBLE,OTROS,GRIS,MICROFIBRA
422,D01291:00067:00067,6,1853658,597335.5,0.439877522956022,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
584,XA0239:00001:,6,3116282,1066287.6666666667,0.5170818595114648,15149,COMEDOR WAYNA,COMEDORES,SET 6P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,6.0,BLANCO,140.0,75.0,80.0,COMEDOR WAYNA 140X80 6P BL 4C,SET 6P,BLANCO,METAL + VIDRIO
529,XA0095:00044:,6,482010,401674.0,0.7999995020837792,11556,MESA CTRO JAUNIE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,CRISTAL/NEGRO,100.0,40.0,40.0,MESA CENTRO JAUNIE 1X55 CRIS PATA NG 2C,MESAS DE CENTRO,OTRO,VIDRIO
156,D00512:00069:00069,6,4395196,1462577.0,0.4991493325365662,17743,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,AMARILLO,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,AMARILLO,SINTÉTICO
1235,XZ0862:00005:,6,402177,163064.66666666666,0.5083323629152067,6084,MESA AUX LAUREL,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,NEGRO,40.0,45.0,40.0,MESA AUXILIAR LAUREL 39X40X50 CRISTAL NG,OTROS,NEGRO,OTRO
132,D00139:00033:,5,945550,298996.0,0.3668586714649786,19232,MESA TV VERMON,SALAS Y SOFAS,MESA TV,DESCONTINUADO,NACIONAL,MODERNO,VIDRIO,BRILLANTE,,ROVERE,40.0,60.0,40.0,MESA TV VERMON ROVERE MLR3100,OTROS,OTRO,VIDRIO
988,XC0118:00011:,5,4742657,1897143.0,0.5000211370466011,19178,COMEDOR ESTHER,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,CHAPILLA LAMINADA,MATE,6.0,MIEL,120.0,75.0,70.0,COMEDOR ESTHER CAOBA 6P,SET 6P,MIEL,OTRO
290,D00904:00076:00076,5,1769611,612852.125,0.4340517207721656,16898,POLTRONA VACIA NACIONAL,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,MADERA NATURAL,1.0,CAFE,72.0,79.0,72.0,POLTRONA VACIA,POLTRONAS,CAFE,MICROFIBRA
724,XA0545:00075:,5,1034238,517119.0,0.6,17480,MESA CTRO SORAYA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,BLANCO/CRISTAL,100.0,40.0,40.0,MESA CENTRO SORAYA CRISTAL 95X55 BL 2C,MESAS DE CENTRO,OTRO,VIDRIO
392,D00998:00010:00010,5,1891278,792688.75,0.5000000636371325,17583,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,OTRO,MICROFIBRA
496,D05307:00196:00196,5,9354486,4194058.8,0.5547169040232512,17754,SALA MODULAR CESAR,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,7.0,BEIGE,245.0,73.0,245.0,SALA MODULAR CESAR 3C,OTROS,BEIGE,MICROFIBRA
1078,XZ0054:00005:,5,297931,183867.2,0.6774120085479993,886,MESA BAN VANKA,COMEDORES,MESAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,130.0,70.0,MESA BAR VANKA NG LIQUIDACI�N,OTROS,NEGRO,VIDRIO
925,XC0041:00001:,5,1270311,411747.2,0.38255429321092027,19451,BIFFE MADAN,COMEDORES,BIFFET,LINEA,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,BLANCO,90.0,70.0,40.0,BIFFET MADAN TERMINADO MADERA BL,OTROS,BLANCO,MADERA LAMINADA
1207,XZ0726:00026:,5,1325769,500290.0,0.4699998001159328,840,CONSOLA CURVO,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,CLÁSICO,VIDRIO,BRILLANTE,,CRISTAL,80.0,90.0,50.0,CONSOLA CURVO CRISTAL,OTROS,CRISTAL,VIDRIO
562,XA0182:00022:,5,566439,209792.0,0.459999428004881,15260,SONSOLA WAKITA,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,CLÁSICO,VIDRIO,BRILLANTE,,CRISTAL,80.0,90.0,50.0,CONSOLA WAKITA 1MX45X85 CRISTAL TEM,OTROS,CRISTAL,VIDRIO
645,XA0379:00013:,5,1549320,774661.0,0.6000005163548959,16908,COMEDOR RANJITA,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,ROJO,120.0,75.0,70.0,COMEDOR RANJITA 120X70 4P RJ/NG 2C,SET 4P,ROJO,METAL + VIDRIO
1022,XR0596:00002:,5,1341175,536470.0,0.5,17924,COMEDOR LUCIA,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,WENGUE,120.0,75.0,90.0,JET MESA COMEDOR LUCIA 1+4 WENGUE,MESAS DE 4P,OTRO,VIDRIO
1172,XZ0597:00005:,5,888726,683637.0,0.7400006143611303,915,MESA COM JAYANI,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,150.0,75.0,90.0,MESA COMEDOR JAYANI NG 2C,OTROS,NEGRO,VIDRIO
600,XA0263:00049:,5,889043,246956.66666666666,0.23333394072775301,15362,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,50.0,100.0,60.0,SILLA BAR DEBBY VD 2C,OTROS,OTRO,MICROFIBRA
587,XA0246:00026:,5,1006562,345265.8,0.41693507884794573,15194,MESA CTRO MADURIE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,CRISTAL,100.0,40.0,40.0,MESA CENTRO MADURIE 110X60X43 CRISTAL 2C,MESAS DE CENTRO,CRISTAL,VIDRIO
1131,XZ0445:00006:,4,815911,466234.75,0.5624998391365709,2062,MESA CTRO SARALA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,CRISTAL,100.0,40.0,40.0,MESA CENTRO SARALA NAT 2C,MESAS DE CENTRO,CRISTAL,VIDRIO
1091,XZ0150:00005:,4,789470,415510.25,0.5249996389987268,384,MESA COM  WALKER,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,75.0,90.0,MESA COMEDOR WALKER NG 2C LIQUIDACI�N,MESAS DE 4P,NEGRO,VIDRIO
907,XC0022:00005:,4,7090150,2592468.25,0.2701401253114042,19296,SALA EN L RECLINO MEAGAN CON BAUL,SALAS Y SOFAS,RECLINABLES EN L,NOVEDAD,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,NEGRO,220.0,102.0,168.0,SALA L RECLINO MEAGAN CON BAUL NG 3C,OTROS,NEGRO,SINTÉTICO
149,D00511:00130:00130,4,2628593,1274206.5,0.4546910437452262,17742,SALA EN L PETIT,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,POLIÉSTER,TEXTILES SUAVES,3.0,NEGRO,182.0,90.0,145.0,SALA EN L PETIT IZQUIERDA 2C,OTROS,NEGRO,OTRO
457,D01291:00435:00435,4,558770,569116.0,0.7499992590846931,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
1128,XZ0434:00080:,4,236136,295170.0,0.8,899,MESA BAR LAQUETA,COMEDORES,MESAS DE BAR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,4.0,BLANCO,120.0,130.0,70.0,MESA BAR LAQUETA CRISTAL BL,OTROS,BLANCO,VIDRIO
458,D01291:00435:00435,4,558770,569116.0,0.7499992590846931,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
933,XC0052::,4,567126,198351.75,0.28520166824845256,19859,SILLA NAEVA,COMEDORES,SILLAS DE COMEDOR,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,44.0,86.0,42.0,SILLA COMEDOR NAEVA GRIS,SILLAS DE COMEDOR,NEGRO,MICROFIBRA
155,D00512:00066:00066,4,2872251,1329615.25,0.4599469865336393,17743,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CREMA,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,OTRO,SINTÉTICO
