,REF,CANTIDAD,TOTAL,PRECIO_PROMEDIO,DESCUENTO_PROMEDIO,ITEM,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
1163,XZ0564:00005:,804,107971047,229995.85723981902,0.38055312202229835,1436,SILLA COMEDOR JAIM,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,41.0,104.0,58.0,SILLA COMEDOR JAIM CROMADO NG 2C,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
842,XA0743:00011:,702,88788807,240223.8360433604,0.46493040730249985,18477,SILLA DE COMEDOR ETHEL,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,MIEL,46.0,103.0,41.0,SILLA DE COMEDOR ETHEL MIEL,SILLAS DE COMEDOR,MIEL,SINTÉTICO
546,XA0161:00005:,688,42881066,99947.34899122808,0.3370400141200395,15239,SILLA COMEDOR WAAMIKA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,40.0,96.0,50.0,SILLA COMEDOR WAAMIKA NG,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1153,XZ0504:00005:,517,41753172,163282.55883190883,0.4868202064404532,4712,SILLA COMEDOR WASIMA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,45.0,95.0,45.0,SILLA COMEDOR WASIMA CROMADO NG,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
650,XA0384:00005:,494,60958989,226037.75059101655,0.4344266850764347,16938,SILLA BAR ALDIS,COMEDORES,SILLAS DE BAR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,42.0,105.0,58.0,SILLA BAR ALDIS NG 2C,OTROS,NEGRO,MICROFIBRA
624,XA0346:00009:,426,406944608,1819217.8097643096,0.47197897737697636,16272,SOFA RECLINO KALERIN,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,160.0,108.0,87.0,SOFA RECLINO KALERIN 2P CF,RECLINABLES,CAFE,MICROFIBRA
1112,XZ0247:00005:,424,41390965,172263.12358757062,0.4139362649874228,4873,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,41.0,90.0,41.0,SILLA COMEDOR SLASH NG,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
628,XA0368:00019:,399,192540753,879741.0386619379,0.4449443992314323,16448,SET COMEDOR CAMERON,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,GRIS,120.0,75.0,70.0,COMEDOR CAMERON TAPA MADERA 4P GR/BL 3C,SET 4P,GRIS,MADERA LAMINADA
845,XA0745:00011:,395,53908034,259827.94240196075,0.4663416162621887,18481,SILLA DE COMEDOR EUDAID,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,MADERA,TEXTURA,1.0,MIEL,46.0,103.0,41.0,SILLA DE COMEDOR EUDAID MIEL,SILLAS DE COMEDOR,MIEL,OTRO
625,XA0347:00009:,389,471968954,2182189.38501292,0.44217609061832963,16273,SOFA RECLINO KALERIN,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,210.0,108.0,87.0,SOFA RECLINO KALERIN 3P CF,RECLINABLES,CAFE,MICROFIBRA
862,XA0792:00005:,389,18962527,79999.17728272827,0.3209855311015664,18611,SILLA AUX NAOMIE,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,PLASTICO,TEXTURA SUAVE,1.0,NEGRO,41.0,90.0,41.0,SILLA AUX NAOMIE PTA MADERA NG,SILLAS AUXILIARES,NEGRO,OTRO
836,XA0737:00005:,337,101618221,535861.0801186943,0.3913213809258315,18537,SET COMEDOR WALERAN,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,4.0,NEGRO,120.0,75.0,70.0,COMEDOR WALERAN CRIS 4P NG 3C,SET 4P,NEGRO,METAL + VIDRIO
756,XA0645:00009:,314,149639702,937034.6533546326,0.48814985898756297,16003,SET COMEDOR CARLSON,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,4.0,CAFE,120.0,76.0,70.0,COMEDOR CARLSON ROBLE TELA 4P CF 3C,SET 4P,CAFE,METAL + VIDRIO
1081,XZ0084:00005:,304,99611885,745793.49669967,0.5424941304298688,213,SET COMEDOR WAGNER,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,4.0,NEGRO,120.0,75.0,70.0,COMEDOR WAGNER 4P NG 3C,SET 4P,NEGRO,METAL + VIDRIO
839,XA0740:00046:,288,50943298,300568.9911433172,0.386280305784599,18461,SILLA AUXILIAR DELICIA,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,68.0,73.0,54.0,SILLA AUXILIAR DELICIA AZ,SILLAS AUXILIARES,AZUL,MICROFIBRA
1087,XZ0139:00005:,287,41448848,672153.1777153558,0.7802873790985363,896,MESA BAR WAIN,COMEDORES,MESAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,110.0,120.0,30.0,MESA BAR WAIN 120X30X110 CRISTAL NG 2C,OTROS,NEGRO,VIDRIO
1157,XZ0526:00005:,283,91246291,612756.3687943262,0.4059317413747525,6168,SET COMEDOR RANJITA,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,4.0,NEGRO,100.0,75.0,80.0,COMEDOR RANJITA 4P NG 2C,SET 4P,NEGRO,METAL + VIDRIO
792,XA0693:00118:,268,112785614,850207.5093632959,0.4757531814496548,18164,SET COMEDOR DOTT,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,GRIS,120.0,76.0,70.0,COMEDOR DOTT 120*70 4P GR 3C,SET 4P,GRIS,MADERA LAMINADA
831,XA0732:00029:,253,35523818,232416.34496124033,0.37266200303751673,18516,SILLA COMEDOR DAYSHA,COMEDORES,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,58.0,87.0,50.0,SILLA AUXILIAR DAYSHA GR,SILLAS AUXILIARES,GRIS,MICROFIBRA
717,XA0538:00061:,248,133717480,1083784.0182186235,0.4970513264868292,17534,COMEDOR WIDIAD,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,6.0,CAFE/NEGRO,140.0,75.0,80.0,COMEDOR WIDIAD 140*80 6P CF/NG 3C,SET 6P,OTRO,MADERA LAMINADA
855,XA0756:00009:,244,33428182,254527.21437499998,0.42313759568272113,18550,SILLA COMEDOR DAEL,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,46.0,89.0,54.0,SILLA COMEDOR DAEL CF,SILLAS DE COMEDOR,CAFE,SINTÉTICO
712,XA0533:00040:,244,125963870,948844.3326417704,0.4536983344573371,17527,SET COMEDOR WEBER,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,4.0,GRIS,120.0,75.0,70.0,COMEDOR WEBER 120*70 4P GR/NG 2C,SET 4P,GRIS,METAL + VIDRIO
846,XA0746:00023:,244,86603601,607585.8727678572,0.35701364407241554,18404,SILLA RECLINO JUNKO,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,89.0,90.0,70.0,SILLA RECLINO JUNKO CF OSC,RECLINABLES 1P,CAFE,SINTÉTICO
1165,XZ0566:00009:,239,32056191,238115.19784482758,0.3847527024089305,5006,SILLA COMEDOR JAIM,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,41.0,104.0,58.0,SILLA COMEDOR JAIM CROMADO CF 2C,SILLAS DE COMEDOR,CAFE,SINTÉTICO
666,XA0408:00190:,238,38965335,302217.8884180791,0.4188061120785456,16962,SILLA COMEDOR LAIS,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,44.0,78.0,50.0,SILLA COMEDOR LAIS GR/CF,SILLAS DE COMEDOR,GRIS,SINTÉTICO
1114,XZ0249:00001:,235,24096520,170049.94479166667,0.3654007786744278,4874,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,41.0,90.0,41.0,SILLA COMEDOR SLASH BL,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1229,XZ0850:00001:,231,19687651,175818.9791666667,0.48479725019678055,5869,SILLA COMEDOR DALEY,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,42.0,96.0,42.0,SILLA COMEDOR DALEY BL,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
648,XA0382:00029:,231,26370883,213686.7893081761,0.4269267941760497,16934,SILLA DE COMEDOR ALDEN,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,46.0,80.0,40.0,SILLA COMEDOR ALDEN GR,SILLAS DE COMEDOR,GRIS,MICROFIBRA
820,XA0721:00029:,227,17771210,139783.41515151513,0.4209881240375074,18451,SILLA COMEDOR WARATA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,45.0,90.0,40.0,SILLA COMEDOR WARATA GR,SILLAS DE COMEDOR,GRIS,MICROFIBRA
1164,XZ0565:00001:,210,26687554,235335.401119403,0.4370688627329075,5005,SILLA COMEDOR JAIM,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,41.0,104.0,58.0,SILLA COMEDOR JAIM CROMADO BL,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
881,XA0812:00005:,209,79721888,649376.4116022099,0.38519895032224855,18574,RECLINO JAIM CUERINA,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,97.0,90.0,91.0,RECLINO JAIM 1P CUERINA NG,RECLINABLES 1P,NEGRO,SINTÉTICO
322,D00935:00048:00048,202,57267466,566517.1068935428,0.4901315746888536,16323,SOFA CAMA SITTON,SALAS Y SOFAS,SOFA CAMA ABATIBLE,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,AZUL,184.0,82.0,91.0,SOFA CAMA SITTON,SOFA CAMA ABATIBLE,AZUL,MICROFIBRA
302,D00904:00396:00396,201,71696321,610520.0264705883,0.40591358016802426,16898,POLTRONA VACIA NACIONAL,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,MADERA NATURAL,1.0,SURTIDOS,72.0,79.0,72.0,POLTRONA VACIA,POLTRONAS,OTRO,MICROFIBRA
769,XA0671:00005:,200,64961894,689856.4471193416,0.5309803377238503,18038,SILLA RECLINO JAASIEL,SALAS Y SOFAS,RECLINABLES 1P,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,89.0,90.0,70.0,SILLA RECLINO JAASIEL CUERINA NG,RECLINABLES 1P,NEGRO,SINTÉTICO
1067,XY0864:00044:,199,95464308,941026.7224278313,0.43852779866007513,4706,SET COMEDOR RANJITA,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,6.0,CRISTAL/NEGRO,150.0,75.0,90.0,COMEDOR RANJITA CRISTAL 6P NG 2C,SET 6P,OTRO,METAL + VIDRIO
832,XA0733:00009:,197,28988343,246836.9561904762,0.3685850820101139,18517,SILLA COMEDOR DAYSHA,COMEDORES,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,58.0,87.0,50.0,SILLA AUXILIAR DAYSHA CF,SILLAS AUXILIARES,CAFE,MICROFIBRA
456,D01291:00396:00396,191,59900875,528848.6585365854,0.4043816130839335,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,SURTIDOS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,OTRO,MICROFIBRA
863,XA0793:00001:,190,10003880,90515.00757575758,0.4037443937341449,18612,SILLA AUX NAOMIE,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,PLASTICO,TEXTURA SUAVE,1.0,BLANCO,41.0,90.0,41.0,SILLA AUX NAOMIE PTA MADERA BL,SILLAS AUXILIARES,BLANCO,OTRO
856,XA0757:00118:,187,22992795,237822.6698275862,0.4675252522453565,18551,SILLA COMEDOR DAEL,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,46.0,89.0,54.0,SILLA COMEDOR DAEL GR OSCURO,SILLAS DE COMEDOR,GRIS,SINTÉTICO
803,XA0704:00046:,183,11193774,227359.69515765767,0.6756753958295644,18168,SILLA COMEDOR SAARA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,46.0,80.0,40.0,SILLA COMEDOR SAARA AZ LIQUIDACIÓN,SILLAS DE COMEDOR,AZUL,MICROFIBRA
654,XA0393:00009:,172,21379462,219187.818359375,0.42383226614485475,16984,SILLA AUXILIAR KAPIL,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,53.0,79.0,54.0,SILLA AUXILIAR KAPIL TELA CF,SILLAS AUXILIARES,CAFE,MICROFIBRA
658,XA0397:00118:,168,21440172,214014.35028248586,0.42946227860015557,16988,SILLA AUXILIAR KANTI,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,44.0,78.0,50.0,SILLA AUXILIAR KANTI TELA GR,SILLAS AUXILIARES,GRIS,MICROFIBRA
653,XA0392:00046:,163,20767406,222455.52612612612,0.4396257949200014,16983,SILLA AUXILIAR KAPIL,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,53.0,79.0,54.0,SILLA AUXILIAR KAPIL TELA AZ,SILLAS AUXILIARES,AZUL,MICROFIBRA
667,XA0409:00182:,163,26096950,294780.9342948718,0.43225564112187226,16963,SILLA COMEDOR LAIS,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,AMARILLO/CAFE,44.0,78.0,50.0,SILLA COMEDOR LAIS AM/CF,SILLAS DE COMEDOR,OTRO,SINTÉTICO
864,XA0794:00029:,157,7939370,89529.65895061727,0.42420913560590423,18613,SILLA AUX NAOMIE,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,PLASTICO,TEXTURA SUAVE,1.0,GRIS,41.0,90.0,41.0,SILLA AUX NAOMIE PTA MADERA GR,SILLAS AUXILIARES,GRIS,OTRO
713,XA0534:00040:,156,109831562,1280587.6493506494,0.4422322288294704,17530,SET COMEDOR WEBER,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,6.0,GRIS,140.0,75.0,80.0,COMEDOR WEBER 140*80 6P GR/NG 2C,SET 6P,GRIS,METAL + VIDRIO
1245,XZ0896:00024:,155,21215158,239677.7893081761,0.39748077013510424,6139,SILLA COMEDOR JAIM,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,ROJO,41.0,104.0,58.0,SILLA COMEDOR JAIM CROMADO RJ,SILLAS DE COMEDOR,ROJO,SINTÉTICO
583,XA0237:00005:,151,62570640,898348.9933774834,0.4992666313231053,15154,COMEDOR WAYNA,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,COMEDOR WAYNA 120X70 4P NG 4C,SET 4P,NEGRO,METAL + VIDRIO
943,XC0066:00029:,151,17961491,196484.92777777778,0.3911588078895742,19459,SILLA COMEDOR WENDIA,COMEDORES,SILLAS DE COMEDOR,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,43.0,86.0,50.0,SILLA COMEDOR WENDIA TELA GR,SILLAS DE COMEDOR,GRIS,MICROFIBRA
657,XA0396:00108:,150,16669971,192469.62626262626,0.4116070258814297,16987,SILLA AUXILIAR KANTI,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,44.0,78.0,50.0,SILLA AUXILIAR KANTI TELA AM,SILLAS AUXILIARES,AMARILLO,MICROFIBRA
777,XA0679-1:00109:,145,71663266,903315.8551724138,0.43157879439667446,19048,SET COMEDOR MARVEN,COMEDORES,SET 4P,LINEA,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,4.0,NEGRO/BEIGE,90.0,76.0,90.0,COMEDOR MARVEN 4P SILLAS NG/BG 4C,SET 4P,OTRO,METAL + VIDRIO
656,XA0395:00046:,144,17084097,199295.2161016949,0.4010979343640602,16986,SILLA AUXILIAR KANTI,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,44.0,78.0,50.0,SILLA AUXILIAR KANTI TELA AZ,SILLAS AUXILIARES,AZUL,MICROFIBRA
1040,XY0141:00005:,144,32796438,464654.8951048951,0.505150644554189,335,MESA COMEDOR JEREMY,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,MESA COMEDOR JEREMY 130X80 NG 2C,MESAS DE 4P,NEGRO,VIDRIO
830,XA0731:00049:,144,19463280,231882.54339622642,0.39966065285301317,18515,SILLA COMEDOR DAYSHA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,58.0,87.0,50.0,SILLA COMEDOR DAYSHA VD,SILLAS DE COMEDOR,OTRO,MICROFIBRA
565,XA0187:00005:,142,62009454,765460.0280112044,0.36447086329395945,14323,SILLA RECLINO WAHEEB,SALAS Y SOFAS,RECLINABLES 1P,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,89.0,70.0,90.0,SILLA RECLINO WAHEEB NG,RECLINABLES 1P,NEGRO,SINTÉTICO
770,XA0672:00009:,142,50494071,632161.702,0.3847658723218404,18039,SILLA RECLINO JAASIEL,SALAS Y SOFAS,RECLINABLES 1P,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,89.0,90.0,70.0,SILLA RECLINO JAASIEL CUERINA CF,RECLINABLES 1P,CAFE,SINTÉTICO
883,XA0814:00009:,139,49476627,641895.171875,0.4176693742975894,18576,RECLINO JAIM CUERINA,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,97.0,90.0,91.0,RECLINO JAIM 1P CUERINA CF,RECLINABLES 1P,CAFE,SINTÉTICO
1226,XZ0847:00005:,137,11012168,158030.4346491228,0.45924725249699994,5866,SILLA COMEDOR DALEY,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,42.0,96.0,42.0,SILLA COMEDOR DALEY NG,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
548,XA0163:00001:,137,7504220,98340.55855855855,0.41498182989347515,15241,SILLA COMEDOR WAAMIKA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,40.0,96.0,50.0,SILLA COMEDOR WAAMIKA BL,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1033,XY0082:00002:,137,10208570,124192.51190476191,0.3031112171525992,7321,SILLA DE COMEDOR AVAT,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,WENGUE,45.0,90.0,40.0,SILLA COMEDOR AVAT WG LIQUIDACIÓN,SILLAS DE COMEDOR,OTRO,SINTÉTICO
27,D00008:00120:00120,135,29145110,359898.81424936384,0.3950775247097824,18253,BASE CAMA TAPIZADA DOBLE,ALCOBAS,BASE CAMA DOBLE,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,150.0,40.0,200.0,BASE CAMA TAPIZADA DOBLE,OTROS,CAFE,MICROFIBRA
627,XA0365:00005:,134,59761393,692776.7164179104,0.35771326010375687,17153,MESA COMEDOR JAIM,COMEDORES,MESAS DE 4P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,100.0,MESA COMEDOR JAIM 100*100 CRISTAL 2C,MESAS DE 4P,NEGRO,VIDRIO
539,XA0152:00044:,133,37968471,550172.1374045801,0.4406377384257945,15219,SET COMEDOR AVATA,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,4.0,CRISTAL/NEGRO,120.0,75.0,70.0,COMEDOR AVATA 120X70X75 4P CRIS NG 3C,SET 4P,OTRO,METAL + VIDRIO
629,XA0369:00046:,132,12829645,164061.96,0.39600002641263804,16442,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,AZUL,56.0,99.0,42.0,SILLA COMEDOR SLASH AZ,SILLAS DE COMEDOR,AZUL,SINTÉTICO
247,D00538:00117:00117,132,105167885,1600218.2734375,0.49655350335568743,18121,SOFA CAMA PALERMO,SALAS Y SOFAS,SOFA CAMA ABATIBLE,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,BEIGE,189.0,90.0,97.0,SOFA CAMA PALERMO,SOFA CAMA ABATIBLE,BEIGE,MICROFIBRA
837,XA0738:00029:,131,10046026,164824.31770833334,0.514640080662908,18462,SILLA COMEDOR SARIKA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,56.0,90.0,73.0,SILLA COMEDOR SARIKA GR,SILLAS DE COMEDOR,GRIS,SINTÉTICO
822,XA0723:00009:,123,10615104,145509.09166666667,0.39833347104276623,18453,SILLA COMEDOR WARATA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,45.0,90.0,40.0,SILLA COMEDOR WARATA CF,SILLAS DE COMEDOR,CAFE,MICROFIBRA
1242,XZ0887:00015:,123,15138480,210881.52032520325,0.4114835464943264,5874,MESA CENTRO WENONAH,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,,ACERO/CRISTAL,100.0,43.0,55.0,MESA CENTRO WENONAH 100X55X43 CRISTAL 2C,MESAS DE CENTRO,OTRO,VIDRIO
605,XA0267:00029:,121,12176194,204207.0257936508,0.5107149506838259,15356,SILLA COMEDOR DEE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,44.0,78.0,50.0,SILLA COMEDOR DEE GR,SILLAS DE COMEDOR,GRIS,MICROFIBRA
718,XA0539:00061:,119,48170631,754328.8220338983,0.4571482512362182,17620,COMEDOR WIDIAD,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MDF,MATE,4.0,CAFE/NEGRO,120.0,75.0,70.0,COMEDOR WIDIAD 120X70 4P CF/NG 3C,SET 4P,OTRO,OTRO
735,XA0566:00009:,118,36409923,522007.4576271186,0.4083677372860327,17612,MESA COMEDOR CAPRIE,COMEDORES,MESAS DE 4P,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,CAFE,120.0,76.0,70.0,MESA COMEDOR CAPRIE PTA MAD 120X70 CF 2C,MESAS DE 4P,CAFE,MADERA LAMINADA
1143,XZ0489:00001:,116,43630669,792172.8625730993,0.5233245921684172,4697,SET COMEDOR WAGNER,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,BLANCO,120.0,75.0,70.0,COMEDOR WAGNER 120X70 4P BL 3C,SET 4P,BLANCO,VIDRIO
522,XA0073:00005:,116,55840779,906384.5862068966,0.47018840320712463,11544,MESA EXTENSION WAYNOKA,COMEDORES,MESAS DE EXTENSIÓN,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,145.0,76.0,80.0,MESA EXTENSION WAYNOKA 145X80 NG,OTROS,NEGRO,VIDRIO
891,XC0006:00029:,116,168286896,2509111.395652174,0.42579881874724507,19091,SOFA RECLINO MACARIO,SALAS Y SOFAS,RECLINABLES,NOVEDAD,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,212.0,105.0,95.0,SOFA RECLINO MACARIO 3P GR,RECLINABLES,GRIS,MICROFIBRA
