,ITEM,REF,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
379,15212,D00992:00081:00081,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,BEIGE,MICROFIBRA
380,15212,D00992:00095:00095,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
381,15212,D00992:00096:00096,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,CAFE,MICROFIBRA
382,15212,D00992:00097:00097,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,NEGRO,MICROFIBRA
383,15212,D00992:00103:00103,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
384,15212,D00992:00113:00113,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,CAFE,MICROFIBRA
385,15212,D00992:00125:00125,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,OTRO,MICROFIBRA
386,15212,D00992:00378:00378,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
387,15212,D00992:00379:00379,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
388,15212,D00992:00380:00380,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
389,15212,D00992:00405:00405,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
390,15212,D00992:00419:00419,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
391,15212,D00992:00440:00440,SILLA AUXILIAR KALAP,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,62.0,76.0,70.0,SILLA AUXILIAR KALAP DESCONTINUADO,SILLAS AUXILIARES,GRIS,MICROFIBRA
392,17583,D00998:00010:00010,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,OTRO,MICROFIBRA
393,17583,D00998:00011:00011,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
394,17583,D00998:00038:00038,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
395,17583,D00998:00068:00068,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
396,17583,D00998:00069:00069,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,AMARILLO,MICROFIBRA
397,17583,D00998:00070:00070,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
398,17583,D00998:00072:00072,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
399,17583,D00998:00103:00103,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
400,17583,D00998:00106:00106,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,OTRO,MICROFIBRA
401,17583,D00998:00107:00107,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
402,17583,D00998:00113:00113,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
403,17583,D00998:00120:00120,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
404,17583,D00998:00204:00204,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,CAFE,MICROFIBRA
405,17583,D00998:00367:00367,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
406,17583,D00998:00378:00378,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
407,17583,D00998:00380:00380,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,GRIS,MICROFIBRA
408,17583,D00998:00382:00382,POLTRONA KANAV,SALAS Y SOFAS,POLTRONAS,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,77.0,90.0,82.0,POLTRONA KANAV,POLTRONAS,ROJO,MICROFIBRA
409,17585,D01000:00068:00068,SOFA AMSTERDAM,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,162.0,74.0,84.0,SOFA AMSTERDAM 2P DESCONTINUADO,SOFA 2P,GRIS,MICROFIBRA
410,15004,D01166:00066:00066,SOFA LAVINIA,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,CREMA,153.0,96.0,93.0,SOFA LAVINIA 2P,SOFA 2P,OTRO,MICROFIBRA
411,15004,D01166:00067:00067,SOFA LAVINIA,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,153.0,96.0,93.0,SOFA LAVINIA 2P,SOFA 2P,CAFE,MICROFIBRA
412,15004,D01166:00072:00072,SOFA LAVINIA,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,153.0,96.0,93.0,SOFA LAVINIA 2P,SOFA 2P,GRIS,MICROFIBRA
413,15005,D01167:00066:00066,SOFA LAVINIA,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CREMA,187.0,88.0,90.0,SOFA LAVINIA 3P,SOFA 3P,OTRO,MICROFIBRA
414,15005,D01167:00067:00067,SOFA LAVINIA,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,187.0,88.0,90.0,SOFA LAVINIA 3P,SOFA 3P,CAFE,MICROFIBRA
415,15005,D01167:00072:00072,SOFA LAVINIA,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,187.0,88.0,90.0,SOFA LAVINIA 3P,SOFA 3P,GRIS,MICROFIBRA
416,15047,D01254:00096:00096,SOFA CAMA LAVINIA,SALAS Y SOFAS,SOFACAMAS,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,160.0,95.0,150.0,SOFA CAMA LAVINIA 2P,OTROS,CAFE,MICROFIBRA
417,15047,D01254:00097:00097,SOFA CAMA LAVINIA,SALAS Y SOFAS,SOFACAMAS,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,NEGRO,160.0,95.0,150.0,SOFA CAMA LAVINIA 2P,OTROS,NEGRO,MICROFIBRA
418,15080,D01282:00008:00008,SOFA BRENDA,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,162.0,74.0,84.0,SOFA BRENDA 2P DESCONTINUADO,SOFA 2P,CAFE,MICROFIBRA
419,15070,D01291:00065:00065,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
420,15070,D01291:00066:00066,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CREMA,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,OTRO,MICROFIBRA
421,15070,D01291:00067:00067,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
422,15070,D01291:00067:00067,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
423,15070,D01291:00068:00068,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
424,15070,D01291:00068:00068,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
425,15070,D01291:00068:00068,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
426,15070,D01291:00069:00069,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
427,15070,D01291:00069:00069,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
428,15070,D01291:00069:00069,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
429,15070,D01291:00069:00069,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
430,15070,D01291:00069:00069,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
431,15070,D01291:00070:00070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
432,15070,D01291:00070:00070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
433,15070,D01291:00071:00071,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
434,15070,D01291:00104:00104,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
435,15070,D01291:00106:00106,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,OTRO,MICROFIBRA
436,15070,D01291:00113:00113,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
437,15070,D01291:00116:00116,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,ROJO,MICROFIBRA
438,15070,D01291:00125:00125,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,OTRO,MICROFIBRA
439,15070,D01291:00128:00128,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,CAFE,MICROFIBRA
440,15070,D01291:00129:00129,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,NEGRO,MICROFIBRA
441,15070,D01291:00129:00129,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,NEGRO,MICROFIBRA
442,15070,D01291:00132:00132,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
443,15070,D01291:00132:00132,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
444,15070,D01291:00132:00132,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
445,15070,D01291:00132:00132,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
446,15070,D01291:00132:00132,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
447,15070,D01291:00132:00132,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AMARILLO,MICROFIBRA
448,15070,D01291:00135:00135,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,AZUL,MICROFIBRA
449,15070,D01291:00365:00365,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
450,15070,D01291:00367:00367,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
451,15070,D01291:00372:00372,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
452,15070,D01291:00372:00372,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
453,15070,D01291:00372:00372,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
454,15070,D01291:00379:00379,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
455,15070,D01291:00379:00379,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
456,15070,D01291:00396:00396,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,SURTIDOS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,OTRO,MICROFIBRA
457,15070,D01291:00435:00435,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
458,15070,D01291:00435:00435,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,GRIS,MICROFIBRA
459,15072,D01300:00073:00074,SOFA OVERLAND,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,SINTÉTICO,SUPERFICIES MATES,2.0,BEIGE,160.0,90.0,94.0,SOFA OVERLAND 2P,SOFA 2P,BEIGE,SINTÉTICO
460,15072,D01300:00130:00129,SOFA OVERLAND,SALAS Y SOFAS,SOFA 2P,LINEA,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,2.0,NEGRO,160.0,90.0,94.0,SOFA OVERLAND 2P,SOFA 2P,NEGRO,SINTÉTICO
461,15072,D01300:00382:00129,SOFA OVERLAND,SALAS Y SOFAS,SOFA 2P,LINEA,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,2.0,ROJO,160.0,90.0,94.0,SOFA OVERLAND 2P,SOFA 2P,ROJO,SINTÉTICO
462,15073,D01301:00073:00074,SOFA OVERLAND,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,BEIGE,177.0,90.0,94.0,SOFA OVERLAND 3P,SOFA 3P,BEIGE,SINTÉTICO
463,15073,D01301:00130:00129,SOFA OVERLAND,SALAS Y SOFAS,SOFA 3P,LINEA,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,NEGRO,177.0,90.0,94.0,SOFA OVERLAND 3P,SOFA 3P,NEGRO,SINTÉTICO
464,15073,D01301:00382:00129,SOFA OVERLAND,SALAS Y SOFAS,SOFA 3P,LINEA,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,ROJO,177.0,90.0,94.0,SOFA OVERLAND 3P,SOFA 3P,ROJO,SINTÉTICO
465,15002,D01306:00073:00073,SOFA HASPPER,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,BEIGE,170.0,92.0,92.0,SOFA HASPPER 2P,SOFA 2P,BEIGE,MICROFIBRA
