Item;Desc. item;Desc. ext. 1 detalle;Desc. ext. 2 detalle;Desc. tipo inventario;ORIGEN;DEPARTAMENTO;SUBCATEGORIA;ESTILO;VIGENCIA;001-DESCRIPCION UNIFICADA;001-ALTO EXHIBIDO;001-ANCHO EXHIBIDO;001-FONDO EXHIBIDO;001-MATERIAL PPAL;001-ACABADO;REF_Combinada;COLOR DEF;Puestos
0016401;BAR SET WITHNEY 1X1X90 4P BL 3C;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;BAR SET WITHNEY;100;100;90;Vidrio;brillante;XA0288:00001:;BLANCO;4 Puestos
0011529;BAR SET WITHNEY 1X1X90 4P NG 4C;C.NEGRO  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;BAR SET WITHNEY;100;100;90;Vidrio;brillante;XA0081:00005:;NEGRO;4 Puestos
0016402;BAR SET WRITU 90X90X90 4P BL 4C;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;001 - LINEA;BAR SET WRITU;90;90;90;Vidrio;brillante;XA0287:00001:;BLANCO;4 Puestos
0011545;BAR SET WRITU 90X90X90 4P CROM NG 4C;C.CRO/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;BAR SET WRITU;90;90;90;Vidrio;brillante;XA0080:00018:;CROMADO/NEGRO;4 Puestos
0018394;BAR SET WRITU 90X90X90 4P CROM NG 4C;C.CRO/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;BAR SET WRITU;90;90;90;Vidrio;brillante;XA0080-1:00018:;CROMADO/NEGRO;4 Puestos
0019280;BASE CAMA CEUTA DOBLE;F-263 T/P;F-263 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;MOD - MODERNO;001 - LINEA;BASE CAMA CEUTA;28;198;148;Sintético;Superficies mates;D00102:00008:00008;CAFE;2 Puestos
0018214;BASE CAMA TAPIZADA 120X190;F-156 AGO;F-156 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA SEMIDOBLE;40;130;200;Microfibra;Textiles suaves;D00006:00120:00120;CAFE;1 Puesto
0018253;BASE CAMA TAPIZADA DOBLE;F-156 AGO;F-156 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00120:00120;CAFE;2 Puestos
0018253;BASE CAMA TAPIZADA DOBLE;F-157 AGO;F-157 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00124:00124;GRIS;2 Puestos
0018253;BASE CAMA TAPIZADA DOBLE;F-258 AGO;F-258 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00437:00437;GRIS;2 Puestos
0018253;BASE CAMA TAPIZADA DOBLE;F-150 AGO;F-150 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00103:00103;GRIS;2 Puestos
0018253;BASE CAMA TAPIZADA DOBLE;F-137 AGO;F-137 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00068:00068;GRIS;2 Puestos
0015138;BIBLIOTECA KARITA BL;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA KARITA;210;79;38;madera laminada;mate;XA0251:00001:;BLANCO;No Aplica
0000884;BIBLIOTECA KARITA EX/BL;C.EXP/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA KARITA;210;79;38;madera laminada;mate;XZ0693:00073:;EXPRESO;No Aplica
0000883;BIBLIOTECA KHALMA EX LIQUIDACIÓN;C.EXPRESO;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA KHALMA;178;80;30;madera laminada;mate;XZ0692:00072:;EXPRESO;No Aplica
0000885;BIBLIOTECA KOIKILE EX;C.EXPRESO;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA KOIKILE;210;120;29;madera laminada;mate;XZ0694:00072:;EXPRESO;No Aplica
0006572;BIBLIOTECA LAVANI ALTA CRISTAL 2C;C.CRISTAL;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA LAVANI;175;60;35;madera laminada;mate;XZ0860:00026:;CRISTAL;No Aplica
0006573;BIBLIOTECA LAVANI ANCHA 2C LIQUIDACIÓN;C.CRISTAL;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA LAVANI;120;46;39;madera laminada;mate;XZ0861:00026:;CRISTAL;No Aplica
0019176;BIBLIOTECA TABOR MADERA BG/CF;C.BEI/CAF;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;CON - CONTEMPORÁNEO;003 - NOVEDAD;BIBLIOTECA TABOR;153;115;30;MDF;Madera natural;XC0086:00062:;BEIGE/CAFE;No Aplica
0015999;BIFET BIBLIOTECA STEFAN ROBLE 2 COL;C.ROBLE  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;BIBL - BIBLIOTECAS;CON - CONTEMPORÁNEO;001 - LINEA;BIBLIOTECA STEFAN;55;40;41;madera laminada;mate;XA0669:00189:;ROBLE;No Aplica
0004944;BIFET JAMAI 3 PUERTAS BL 3C;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;BIFT - BIFFET;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA JAMAI;180;88;36;madera laminada;mate;XZ0484:00001:;BLANCO;No Aplica
0001493;BIFET JAMAI 3 PUERTAS NG 3C;C.NEGRO  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;BIFT - BIFFET;MOD - MODERNO;002 - DESCONTINUADO;BIBLIOTECA JAMAI;180;88;36;madera laminada;mate;XZ0483:00005:;NEGRO;No Aplica
0019530;BIFFET GABINETE RADNA BLANCO/ BEIGE;;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;BIFT - BIFFET;CON - CONTEMPORÁNEO;003 - NOVEDAD;MESA DE NOCHE RADNA;92;80;39;madera laminada;mate;XC0078::;BLANCO/BEIGE;No Aplica
0018188;BIFFET HARPER 120*42*67.5 BL/BG;C.BLA/BEI;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;BIFT - BIFFET;MOD - MODERNO;002 - DESCONTINUADO;BIFFET HARPER;67,5;120;42;madera laminada;mate;XA0698:00183:;BLANCO/BEIGE;No Aplica
0019434;BIFFET MAFRA RB04 NGL/BL;C.NGL/BL ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;BIFT - BIFFET;MOD - MODERNO;003 - NOVEDAD;BIFFET MAFRA;80;147;38;madera laminada;mate;BR0031:00198:;NOGAL;No Aplica
0016406;BUTACO AUXILIAR ABIR TELA DISEÑO MUJER;C.DISEÑO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;BUTA - BUTACO;MOD - MODERNO;002 - DESCONTINUADO;BUTACO ABIR;45;35;35;Microfibra;Textiles suaves;XA0376:00123:;DISEÑO;1 Puesto
0000867;BUTACO KARIN AZ LIQUIDACIÓN;C.AZUL   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;BUTA - BUTACO;MOD - MODERNO;002 - DESCONTINUADO;BUTACO KARIN;45;35;35;madera laminada;mate;XZ0189:00046:;AZUL;No Aplica
0019279;CABECERO CEUTA;F-263 T/P;F-263 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CABT - TAPIZADOS;MOD - MODERNO;003 - NOVEDAD;CABECERO CEUTA;122;172;12;Sintético;Superficies mates;D00101:00008:00008;CAFE;2 Puestos
0019089;CABECERO DINAMARCA;F-156 AGO;F-156 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CABT - TAPIZADOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;CABECERO DINAMARCA;130;180;15;Microfibra;Textiles suaves;D00077:00120:00120;CAFE;2 Puestos
0019487;CABECERO FARREL DOBLE;F-137 AGO;F-137 AGO;PRODUCTO TERMINADO TAPICERIA;NAC - NACIONAL;P002 - ALCOBAS;CABT - TAPIZADOS;MOD - MODERNO;003 - NOVEDAD;CABECERRO FARREL;125;175;15;Microfibra;Textiles suaves;D00028:00068:00068;GRIS;2 Puestos
0019418;CAMA AUX INFANTIL C/RODIZIO BELO CA11 BL;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMS - CAMA SENCILLA;CON - CONTEMPORÁNEO;003 - NOVEDAD;CAMA INFANTIL RODIZIO;20;105;191;MDF;mate;BR0017:00001:;BLANCO;1 Puesto
0018482;CAMA DOBLE AMAT;MAD/HABAN;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;003 - NOVEDAD;CAMA DOBLE AMAT;45;190;140;MDF;mate;D00042:00157:;HABANO;2 Puestos
0018257;CAMA DOBLE EVOLUTION DESCONTINUADO;MAD/CARM ;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMA - CAMA;MOD - MODERNO;002 - DESCONTINUADO;CAMA DOBLE EVOLUTION;40;140;190;madera;mate;D00010:00151:;MADERA/CARAMELO;2 Puestos
0018257;CAMA DOBLE EVOLUTION DESCONTINUADO;WENGUE   ;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMA - CAMA;MOD - MODERNO;002 - DESCONTINUADO;CAMA DOBLE EVOLUTION;40;140;190;madera;mate;D00010:00015:;MADERA/WENGUE;2 Puestos
0018381;CAMA DOBLE GARDEN DESCONTINUADA;F-146 AGO;F-148 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;002 - DESCONTINUADO;CAMA DOBLE GARDEN;40;140;190;Microfibra;mate;D00016:00081:00096;BEIGE;2 Puestos
0015973;CAMA JABARI 140X190 BE/WG 2C;C.BEI/WEN;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;002 - DESCONTINUADO;CAMA JABARI;100;190;190;Microfibra;mate;XA0575:00186:;BEIGE/NEGRO;2 Puestos
0015976;CAMA JABARI 140X190 GR/WG 2C;C.GRI/WEN;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;002 - DESCONTINUADO;CAMA JABARI;100;190;190;Microfibra;mate;XA0576:00187:;GRIS;2 Puestos
0015979;CAMA JALAL 140X190 GR/CLARO 2C;C.GRI/CLA;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;002 - DESCONTINUADO;CAMA JALAL;100;190;190;Microfibra;mate;XA0577:00092:;GRIS;2 Puestos
0015982;CAMA JALAL 140X190 GR/OSCURO 2C;C.GRI/WEN;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;002 - DESCONTINUADO;CAMA JALAL;100;190;190;Microfibra;mate;XA0578:00187:;GRIS;2 Puestos
0019531;CAMA RADNA DOBLE BLANCO/ BEIGE 3C;;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;CON - CONTEMPORÁNEO;003 - NOVEDAD;CAMA RADNA;90;196;46;MDF;mate;XC0076::;BLANCO/BEIGE;2 Puestos
0019419;CAMA SENCILLA INFANTIL C/BAUL CB11 BL 2C;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMS - CAMA SENCILLA;CON - CONTEMPORÁNEO;003 - NOVEDAD;CAMA INFANTIL BAUL;20;110;190;MDF;mate;BR0018:00001:;BLANCO;1 Puesto
0018262;CAMA TAPIZADA DINAMARCA DOB DESCONTINUAD;F-147 AGO;F-147 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;CAMA TAPIZADA DINAMARCA;40;140;190;Microfibra;Textiles suaves;D00012:00095:00095;GRIS;2 Puestos
0001068;CAMAROTE CLERK SENCILLO DESCONTINUADO;WENGUE   ;;PRODUCTO TERMINADO CARPINTERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CAMT - CAMAROTES;MOD - MODERNO;002 - DESCONTINUADO;CAMAROTE CLERK;120;200;93;madera;mate;D00666:00015:;MADERA;2 Puestos
0019535;CAMAROTE RAGUINI ESCRITORIO BLANCO/BG 4C;;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMT - CAMAROTES;CON - CONTEMPORÁNEO;003 - NOVEDAD;CAMAROTE RAGUINI;120;196;92.5;MDF;mate;XC0079::;BLANCO;2 Puestos
0003087;CARRO AUXILIAR WALTER NG 2C NO GARANTIA;C.NEGRO  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P003 - SALAS Y SOFAS;MSTV - MESA TV;MOD - MODERNO;002 - DESCONTINUADO;CARRO AUX WALTER;79;60;40;Vidrio;brillante;XZ0702:00005:;NEGRO;No Aplica
0003081;CARRO AUXLIAR WALID CRISTAL 2C;C.CRISTAL;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P003 - SALAS Y SOFAS;MSTV - MESA TV;MOD - MODERNO;002 - DESCONTINUADO;CARRO AUX WALID;65;83;45;Vidrio;brillante;XZ0700:00026:;CRISTAL;No Aplica
0019422;CENTRO ENTRET CON PANEL OVAR P600 TK;C.TEKA   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P003 - SALAS Y SOFAS;CNTR - CENTROS DE ENTRETENIMIENTO;CLA - CLÁSICO;003 - NOVEDAD;CENTRO ENTRE. OVAR;150;150;40;madera laminada;mate;BR0019:00160:;TEKA;No Aplica
0015995;CENTRO ENTRET. STANDFORD ROBLE 2 COL;C.ROBLE  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P003 - SALAS Y SOFAS;CNTR - CENTROS DE ENTRETENIMIENTO;C+M - CLÁSICO + MODERNO;002 - DESCONTINUADO;MUEBLE PARA TV STANDFORD;140;145;40;Chapilla Laminada;Mate;XA0667:00189:;ROBLE;No Aplica
0015996;CENTRO ENTRET. STANLEY ROBLE 2 COLOR 2C;C.ROBLE  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P003 - SALAS Y SOFAS;CNTR - CENTROS DE ENTRETENIMIENTO;C+M - CLÁSICO + MODERNO;002 - DESCONTINUADO;MUEBLE PARA TV STANLEY;163;179;40;Chapilla Laminada;Mate;XA0668:00189:;ROBLE;No Aplica
0019226;CENTRO ENTRETENIMIENTO CANTABRIA CLR3099;ROVERE   ;;MCIA NO FABRICADA NACIONAL;NAC - NACIONAL;P003 - SALAS Y SOFAS;CNTR - CENTROS DE ENTRETENIMIENTO;MOD - MODERNO;003 - NOVEDAD;CENTRO ENTRE. CANTABRIA;150;150;40;madera laminada;mate;D00133:00033:;ROVERE;No Aplica
0000690;CLOSET MADISON 2 PUERTA CHE NO GARANTIA;C.CHERRY ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;ARMA - ARMARIO;MOD - MODERNO;002 - DESCONTINUADO;CLOSET MADISON;184;90;47;madera laminada;mate;XR0535:00004:;CHERRY;No Aplica
0018572;COMBO CABECERA +2 NOCHEROS HAVANA HABANO;MAD/HABAN;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;003 - NOVEDAD;COMBO HAVANA;100;230;4.2;MDF;mate;D00055:00157:;HABANO;2 Puestos
0018571;COMBO CABECERA +2 NOCHEROS MALBEC MIEL;MIEL     ;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;003 - NOVEDAD;COMBO MALBEC;100;230;42;MDF;mate;D00054:00011:;MADERA;2 Puestos
0018573;COMBO CABECERO +2 NOCHEROS LISBOA;WENGUE   ;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;003 - NOVEDAD;COMBO LISBOA;90;158;4.2;MDF;mate;D00056:00015:;MADERA;2 Puestos
0017833;COMEDOR ABNER 140X80 6P NG 3C;C.NEGRO  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET6 - SET 6P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR ABNER;75;130;80;Vidrio;brillante;XA0548:00005:;NEGRO;6 Puestos
0017837;COMEDOR ACHILES 140X80 6P GR 3C;C.GRIS   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET6 - SET 6P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;COMEDOR ACHILES;75;130;80;madera laminada;mate;XA0549:00029:;GRIS;6 Puestos
0017628;COMEDOR ALEXE 120X70 4P GR 3C;C.GRIS   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR ALEXE;75;120;70;Vidrio;brillante;XA0551:00029:;GRIS;4 Puestos
0017624;COMEDOR ALEXE 130X80 6P GR 3C;C.GRIS   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET6 - SET 6P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR ALEXE;75;130;80;Vidrio;brillante;XA0550:00029:;GRIS;6 Puestos
0017841;COMEDOR ALFRED 4P RJ/NG 3C;C.ROJ/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR ALFRED;75;120;70;Vidrio;brillante;XA0553:00013:;ROJO;4 Puestos
0017635;COMEDOR ALLARD MARMOL 120X80 4P NG 3C;C.MARMOL ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR ALLARD;76;120;80;Chapilla Laminada;Mate;XA0554:00014:;MARMOL;4 Puestos
0017639;COMEDOR ALLARD MARMOL 140X80  6P NG 3C;C.MARMOL ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET6 - SET 6P;MOD - MODERNO;001 - LINEA;COMEDOR ALLARD;76;140;80;Vidrio;brillante;XA0555:00014:;MARMOL;6 Puestos
0018066;COMEDOR AMAT 4P CRIS GR/AZ SILLA AZ 3C;C.GRI/AZU;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR AMAT;45;100;50;Vidrio;brillante;XA0664:00185:;GRIS;4 Puestos
0018070;COMEDOR AMBER 4P BE/NG SILLA GR 4C;C.BEI/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;001 - LINEA;COMEDOR AMBER;37;86;86;Vidrio;brillante;XA0665:00065:;BEIGE/NEGRO;4 Puestos
0018437;COMEDOR AUXILIAR DIAM 2 SILLAS GR 3C;C.GRIS   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR AUXILIAR DIAM;74;79;79;Microfibra;Textiles suaves;XA0730:00029:;GRIS;4 Puestos
0017228;COMEDOR AVATA 120X70 BL 3C;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;001 - LINEA;SET COMEDOR AVATA;74;79;79;Vidrio;brillante;XA0406:00001:;BLANCO;4 Puestos
0015219;COMEDOR AVATA 120X70X75 4P CRIS NG 3C;C.CRI/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;SET COMEDOR AVATA;75;120;70;metal + vidrio;brillante;XA0152:00044:;CRISTAL/NEGRO;4 Puestos
0015223;COMEDOR AVATA 140X80X75 6P CRIS NG 3C;C.CRI/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET6 - SET 6P;MOD - MODERNO;002 - DESCONTINUADO;SET COMEDOR AVATA;75;140;80;Vidrio;brillante;XA0153:00044:;CRISTAL/NEGRO;6 Puestos
0015991;COMEDOR BAR NICKO 160X160 3P WG 2C;C.WENGUE ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;MOD - MODERNO;002 - DESCONTINUADO;COMEDOR BAR NICKO;75;160;160;Vidrio;brillante;XA0574:00002:;WENGUE;3 Puestos
0016448;COMEDOR CAMERON TAPA MADERA 4P GR/BL 3C;C.GRI/BLA;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SET COMEDOR CAMERON;75;120;70;madera laminada;mate;XA0368:00019:;GRIS;4 Puestos
0016003;COMEDOR CARLSON ROBLE TELA 4P CF 3C;C.CAFE   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SET COMEDOR CARLSON;76;120;70;metal + vidrio;brillante;XA0645:00009:;CAFE;4 Puestos
0018164;COMEDOR DOTT 120*70 4P GR 3C;C.GRISOSC;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SET COMEDOR DOTT;76;120;70;madera laminada;mate;XA0693:00118:;GRIS;4 Puestos
0019253;COMEDOR DOTT 4P MAD CLARO NG/GD;C.NG/GD  ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;003 - NOVEDAD;SET COMEDOR DOTT;5;120;75;Chapilla Laminada;Mate;XC0044:00192:;NEGRO/GOLD;4 Puestos
0019249;COMEDOR DOTT 4P MADERA CLARO NG/GR;C.NEG/GRI;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;003 - NOVEDAD;SET COMEDOR DOTT;5;120;75;Chapilla Laminada;Mate;XC0043:00042:;NEGRO/GRIS;4 Puestos
0018179;COMEDOR EDRIK 4P BL/NG 2C;C.BLA/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;001 - LINEA;SET COMEDOR EDRIK;75;150;70;madera laminada;mate;XA0695:00012:;BLANCO/NEGRO;4 Puestos
0018176;COMEDOR EDRIK 4P BL/RJ 2C;C.BLA/ROJ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;001 - LINEA;SET COMEDOR EDRIK;75;150;70;Chapilla Laminada;Mate;XA0694:00058:;BLANCO/ROJO;4 Puestos
0019067;COMEDOR EDRIK 4P NG/GR 2C;C.NEG/GRI;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET4 - SET 4P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SET COMEDOR EDRIK;75;150;70;madera laminada;mate;XA0810:00042:;NEGRO/GRIS;4 Puestos
0018182;COMEDOR EDRIK 6P BL/NG 2C;C.BLA/NEG;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET6 - SET 6P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SET COMEDOR EDRIK;75;170;70;Chapilla Laminada;Mate;XA0696:00012:;BLANCO/NEGRO;6 Puestos
0018185;COMEDOR EDRIK 6P BL/RJ 2C;C.BLA/ROJ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;SET6 - SET 6P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SET COMEDOR EDRIK;75;170;70;Chapilla Laminada;Mate;XA0697:00058:;BLANCO/ROJO;6 Puestos
